Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Joining_Date,Monthly_Salary,Performance_Rating,Attendance_Percentage,Promotion_Status,Work_Location,,,Days_Since_Joining,Min-max scaling of performance,min-max scaling of attendance,Scaling for attendance,Value of the Employee,Rating,,,
EMP0784,Harish Chatterjee,32,Male,Customer Support,Engineer,11/05/26,72116,4,59.2,Not Promoted,Chennai,,,53,0.75,0.52,0.015821763,0.534,Medium,,,
EMP0785,Arun Chauhan,34,Female,Marketing,Executive,09/04/22,209912,3,78.7,Promoted,Coimbatore,,,1546,0.5,0.749411765,0.497901195,0.574,Medium,,,
EMP0786,Geeta Iyer,21,Female,Information Technology,Associate,31/01/22,168567,3,64.3,Not Promoted,Ahmedabad,,,1614,0.5,0.58,0.519857927,0.528,Medium,,,
EMP0787,Anjali Joshi,36,Male,Marketing,Supervisor,13/06/22,253156,5,74.8,Promoted,Pune,,,1480,1,0.703529412,0.476590249,0.806,High,,,
EMP0788,Rohit Iyer,53,Female,Operations,Analyst,29/11/23,282511,4,93.6,Promoted,Kolkata,,,947,0.75,0.924705882,0.304488214,0.713,High,,,
EMP0789,Zara Banerjee,29,Male,Research & Development,Executive,23/07/19,247483,3,63.4,Promoted,Ahmedabad,,,2537,0.5,0.569411765,0.817888279,0.584,Medium,,,
EMP0790,Esha Singh,51,Female,Research & Development,Consultant,01/01/21,202426,1,67.1,Promoted,Coimbatore,,,2009,0,0.612941176,0.64740071,0.313,Low,,,
EMP0791,Rahul Singh,58,Female,Information Technology,Engineer,15/08/21,175990,3,55.6,Not Promoted,Kolkata,,,1783,0.5,0.477647059,0.574426865,0.508,Medium,,,
EMP0792,Pooja Chopra,23,Male,Human Resources,Team Lead,17/09/20,84356,5,95.7,Promoted,Kolkata,,,2115,1,0.949411765,0.681627381,0.921,High,,,
EMP0793,Vinay Agarwal,29,Female,Customer Support,Specialist,07/04/22,33291,3,55.7,Not Promoted,Pune,,,1548,0.5,0.478823529,0.498546981,0.493,Medium,,,
EMP0794,Seema Pandey,46,Male,Marketing,Consultant,13/06/22,54395,2,75.9,Not Promoted,Pune,,,1480,0.25,0.716470588,0.476590249,0.435,Low,,,
EMP0795,Aarav Tiwari,58,Female,Marketing,Engineer,11/11/25,32693,4,54,Not Promoted,Mumbai,,,234,0.75,0.458823529,0.074265418,0.528,Medium,,,
EMP0796,Pooja Gupta,22,Male,Sales,Executive,30/09/21,277702,2,61.9,Not Promoted,Mumbai,,,1737,0.25,0.551764706,0.559573781,0.402,Low,,,
EMP0797,Tanvi Kulkarni,43,Male,Information Technology,Supervisor,22/05/18,42476,3,77.7,Promoted,Mumbai,,,2964,0.5,0.737647059,0.955763642,0.662,High,,,
EMP0798,Komal Malhotra,23,Male,Marketing,Coordinator,22/12/19,175570,3,66,Promoted,Chennai,,,2385,0.5,0.6,0.768808524,0.584,Medium,,,
EMP0799,Kavya Sharma,41,Female,Information Technology,Consultant,09/03/26,110449,1,89,Promoted,Coimbatore,,,116,0,0.870588235,0.03616403,0.268,Low,,,
EMP0800,Sangeeta Singh,43,Male,Information Technology,Coordinator,08/11/21,283659,5,84.9,Not Promoted,Pune,,,1698,1,0.822352941,0.546980949,0.856,High,,,
EMP0801,Gitanjali Gandhi,33,Female,Customer Support,Specialist,03/07/20,286982,3,87.2,Not Promoted,Kolkata,,,2191,0.5,0.849411765,0.706167259,0.646,High,,,
EMP0802,Bhavna Jain,54,Male,Sales,Team Lead,22/04/24,106805,3,52.3,Not Promoted,Coimbatore,,,802,0.5,0.438823529,0.257668712,0.433,Low,,,
EMP0803,Deepa Malhotra,27,Male,Research & Development,Manager,11/03/24,255776,4,56.9,Promoted,Pune,,,844,0.75,0.492941176,0.271230223,0.577,Medium,,,
EMP0804,Aditya Shah,60,Female,Finance,Consultant,24/01/24,32964,4,61.8,Promoted,Hyderabad,,,891,0.75,0.550588235,0.2864062,0.597,Medium,,,
EMP0805,Sanjay Patel,24,Female,Sales,Team Lead,30/07/22,58509,2,76.8,Not Promoted,Kochi,,,1434,0.25,0.727058824,0.461737165,0.435,Low,,,
EMP0806,Arjun Chopra,56,Female,Administration,Associate,21/08/23,224180,5,96.9,Not Promoted,Chennai,,,1047,1,0.963529412,0.336777527,0.856,High,,,
EMP0807,Deepa Kulkarni,38,Female,Human Resources,Specialist,12/03/21,140045,5,90.8,Not Promoted,Chennai,,,1939,1,0.891764706,0.624798192,0.892,High,,,
EMP0809,Sachin Iyer,58,Male,Customer Support,Analyst,28/09/18,125169,3,56.7,Not Promoted,Kolkata,,,2835,0.5,0.490588235,0.914110429,0.58,Medium,,,
EMP0810,Kiran Sinha,48,Female,Finance,Manager,15/11/25,261367,4,74.8,Promoted,Hyderabad,,,230,0.75,0.703529412,0.072973846,0.601,Medium,,,
EMP0811,Arun Mishra,51,Female,Sales,Executive,30/01/21,246920,3,50.6,Not Promoted,Kochi,,,1980,0.5,0.418823529,0.63803681,0.503,Medium,,,
EMP0812,Amit Sinha,24,Male,Sales,Manager,22/07/23,207376,1,55.8,Not Promoted,Ahmedabad,,,1077,0,0.48,0.34646432,0.213,Low,,,
EMP0813,Lokesh Bose,23,Female,Customer Support,Supervisor,01/06/24,162596,5,90.9,Not Promoted,Kolkata,,,762,1,0.892941176,0.244752987,0.817,High,,,
EMP0814,Sangeeta Chopra,49,Male,Logistics,Supervisor,09/04/20,26135,1,65,Not Promoted,Mumbai,,,2276,0,0.588235294,0.733613174,0.323,Low,,,
EMP0815,Divya Kapoor,45,Male,Administration,Team Lead,08/08/24,257670,3,51.6,Not Promoted,Chennai,,,694,0.5,0.430588235,0.222796254,0.424,Low,,,
EMP0816,Farhan Pandey,54,Male,Research & Development,Analyst,24/03/21,191637,1,80.4,Not Promoted,Mumbai,,,1927,0,0.769411765,0.620923474,0.355,Low,,,
EMP0817,Aarav Yadav,45,Male,Logistics,Specialist,02/06/22,20763,5,77.8,Not Promoted,Delhi,,,1492,1,0.738823529,0.480464966,0.818,High,,,
EMP0818,Vikram Mehta,51,Male,Logistics,Coordinator,23/03/24,21196,4,78.2,Not Promoted,Ahmedabad,,,832,0.75,0.743529412,0.267355505,0.652,High,,,
EMP0819,Geeta Sinha,44,Male,Customer Support,Engineer,03/11/25,202153,2,87.7,Promoted,Mumbai,,,242,0.25,0.855294118,0.076848563,0.397,Low,,,
EMP0820,Gitanjali Hegde,22,Male,Research & Development,Analyst,05/02/25,159613,4,64.2,Not Promoted,Hyderabad,,,513,0.75,0.578823529,0.164352599,0.582,Medium,,,
EMP0821,Aarav Tiwari,47,Male,Research & Development,Consultant,13/07/25,29201,3,91.1,Not Promoted,Kochi,,,355,0.5,0.895294118,0.113335486,0.541,Medium,,,
EMP0822,Swati Kapoor,35,Male,Logistics,Supervisor,24/10/20,168680,5,88.8,Promoted,Hyderabad,,,2078,1,0.868235294,0.669680336,0.894,High,,,
EMP1504,Chirag Rao,50,Male,Operations,Specialist,29/01/24,189586,5,75,Promoted,Pune,,,886,1,0.705882353,0.284791734,0.769,High,,,
EMP0824,Gitanjali Das,34,Female,Research & Development,Associate,02/11/25,106930,2,78.7,Not Promoted,Kochi,,,243,0.25,0.749411765,0.077171456,0.365,Low,,,
EMP1513,Esha Mishra,38,Male,Logistics,Supervisor,08/03/19,162596,1,92.5,Not Promoted,Hyderabad,,,2674,0,0.911764706,0.862124637,0.446,Low,,,
EMP0826,Zara Chauhan,31,Female,Logistics,Associate,13/06/22,197554,3,51.4,Not Promoted,Pune,,,1480,0.5,0.428235294,0.476590249,0.474,Medium,,,
EMP0827,Swati Singh,38,Female,Research & Development,Executive,25/01/26,272677,3,60.6,Not Promoted,Bengaluru,,,159,0.5,0.536470588,0.050048434,0.421,Low,,,
EMP0828,Geeta Yadav,41,Female,Finance,Consultant,13/05/18,115662,2,85.9,Not Promoted,Chennai,,,2973,0.25,0.834117647,0.95866968,0.567,Medium,,,
EMP0829,Shalini Tiwari,48,Male,Research & Development,Engineer,10/08/23,277603,3,56.6,Not Promoted,Delhi,,,1058,0.5,0.489411765,0.340329351,0.465,Medium,,,
EMP0830,Nikhil Desai,41,Female,Research & Development,Supervisor,29/10/23,175091,4,83.9,Not Promoted,Chennai,,,978,0.75,0.810588235,0.314497901,0.681,High,,,
EMP0831,Komal Pandey,38,Male,Information Technology,Coordinator,26/10/22,57468,5,68.5,Promoted,Kochi,,,1346,1,0.629411765,0.43332257,0.775,High,,,
EMP0832,Sachin Singh,45,Male,Logistics,Executive,10/07/18,158501,3,66.4,Not Promoted,Coimbatore,,,2915,0.5,0.604705882,0.939941879,0.619,Medium,,,
EMP0833,Manish Krishnan,35,Female,Operations,Manager,15/01/21,20937,1,87.7,Not Promoted,Hyderabad,,,1995,0,0.855294118,0.642880207,0.385,Low,,,
EMP0834,Shreya Chauhan,46,Female,Customer Support,Supervisor,09/02/23,162596,5,77.1,Not Promoted,Hyderabad,,,1240,1,0.730588235,0.399095899,0.799,High,,,
EMP0835,Gaurav Mukherjee,56,Female,Customer Support,Specialist,28/07/18,74212,5,82.4,Promoted,Bengaluru,,,2897,1,0.792941176,0.934129803,0.925,High,,,
EMP0836,Geeta Shah,53,Male,Sales,Engineer,24/01/26,175359,5,86.8,Promoted,Coimbatore,,,160,1,0.844705882,0.050371327,0.763,High,,,
EMP0837,Meera Chopra,37,Male,Operations,Supervisor,27/05/23,264079,3,79.3,Not Promoted,Ahmedabad,,,1133,0.5,0.756470588,0.364546335,0.55,Medium,,,
EMP0838,Hemant Menon,27,Female,Human Resources,Manager,17/08/24,182432,3,92.7,Promoted,Mumbai,,,685,0.5,0.914117647,0.219890216,0.568,Medium,,,
EMP0839,Aditya Tiwari,45,Male,Administration,Analyst,14/07/22,260307,2,74.7,Promoted,Ahmedabad,,,1450,0.25,0.702352941,0.466903455,0.429,Low,,,
EMP1509,Hemant Lal,39,Female,Administration,Engineer,16/02/21,278203,4,82.6,Not Promoted,Mumbai,,,1963,0.75,0.795294118,0.632547627,0.74,High,,,
EMP0841,Kavya Chatterjee,31,Female,Research & Development,Manager,12/01/19,52284,5,56.1,Not Promoted,Delhi,,,2729,1,0.483529412,0.879883758,0.821,High,,,
EMP0842,Amit Sinha,59,Female,Administration,Team Lead,15/08/24,37348,2,97.5,Not Promoted,Mumbai,,,687,0.25,0.970588235,0.220536003,0.46,Medium,,,
EMP0843,Arun Chatterjee,49,Male,Sales,Executive,06/04/22,138475,3,55.8,Not Promoted,Ahmedabad,,,1549,0.5,0.48,0.498869874,0.494,Medium,,,
EMP0844,Esha Joshi,48,Female,Marketing,Engineer,13/07/21,193797,5,87,Not Promoted,Chennai,,,1816,1,0.847058824,0.585082338,0.871,High,,,
EMP0845,Ramesh Das,38,Male,Sales,Engineer,15/12/25,278288,2,56.8,Not Promoted,Pune,,,200,0.25,0.491764706,0.063287052,0.285,Low,,,
EMP0846,Jai Iyer,27,Male,Logistics,Associate,01/08/23,299985,4,83.1,Not Promoted,Hyderabad,,,1067,0.75,0.801176471,0.343235389,0.684,High,,,
EMP0847,Pankaj Gupta,50,Female,Logistics,Manager,28/03/20,200707,4,94.8,Not Promoted,Coimbatore,,,2288,0.75,0.938823529,0.737487892,0.804,High,,,
EMP0848,Gaurav Bhatt,51,Female,Sales,Analyst,09/04/18,26730,4,76,Not Promoted,Ahmedabad,,,3007,0.75,0.717647059,0.969648046,0.784,High,,,
EMP0849,Harish Rao,48,Male,Customer Support,Engineer,17/08/21,162596,3,76,Promoted,Mumbai,,,1781,0.5,0.717647059,0.573781078,0.58,Medium,,,
EMP0850,Deepa Desai,23,Female,Human Resources,Specialist,18/03/19,52559,5,60.6,Not Promoted,Delhi,,,2664,1,0.536470588,0.858895706,0.833,High,,,
EMP0851,Neha Kumar,33,Male,Marketing,Coordinator,15/03/24,62730,4,52.2,Promoted,Kochi,,,840,0.75,0.437647059,0.26993865,0.56,Medium,,,
EMP0852,Ramesh Das,50,Female,Finance,Team Lead,12/12/18,246842,5,74.8,Not Promoted,Delhi,,,2760,1,0.703529412,0.889893445,0.889,High,,,
EMP0853,Pankaj Iyer,44,Male,Research & Development,Specialist,24/07/25,92625,4,72.1,Not Promoted,Mumbai,,,344,0.75,0.671764706,0.109783662,0.598,Medium,,,
EMP0854,Sangeeta Mukherjee,21,Male,Research & Development,Coordinator,21/01/23,275920,5,72.1,Promoted,Unknown,,,1259,1,0.671764706,0.405230869,0.783,High,,,
EMP0855,Pankaj Shah,40,Female,Human Resources,Executive,07/08/24,255135,2,77.2,Not Promoted,Ahmedabad,,,695,0.25,0.731764706,0.223119148,0.389,Low,,,
EMP0857,Sangeeta Krishnan,53,Male,Customer Support,Consultant,19/08/22,206605,1,73.7,Not Promoted,Kochi,,,1414,0,0.690588235,0.455279303,0.298,Low,,,
EMP0858,Gaurav Malhotra,58,Female,Sales,Team Lead,26/04/18,76212,3,52,Not Promoted,Kochi,,,2990,0.5,0.435294118,0.964158863,0.573,Medium,,,
EMP0859,Geeta Reddy,49,Male,Marketing,Manager,24/10/20,21679,5,81.4,Not Promoted,Pune,,,2078,1,0.781176471,0.669680336,0.868,High,,,
EMP0860,Harish Kulkarni,40,Male,Administration,Coordinator,22/09/19,21857,3,95.2,Not Promoted,Delhi,,,2476,0.5,0.943529412,0.798191799,0.693,High,,,
EMP0861,Shreya Reddy,23,Female,Sales,Analyst,04/08/21,78760,4,82.1,Promoted,Delhi,,,1794,0.75,0.789411765,0.577978689,0.727,High,,,
EMP0862,Kiran Gupta,51,Female,Marketing,Analyst,17/02/23,1500000,5,64.3,Not Promoted,Hyderabad,,,1232,1,0.58,0.396512754,0.753,High,,,
EMP0863,Akash Menon,40,Female,Finance,Engineer,17/01/25,204059,4,86.9,Promoted,Mumbai,,,532,0.75,0.845882353,0.170487569,0.663,High,,,
EMP0864,Arun Sinha,37,Male,Information Technology,Team Lead,02/05/23,58739,3,77.4,Promoted,Pune,,,1158,0.5,0.734117647,0.372618663,0.545,Medium,,,
EMP0865,Madhuri Naik,26,Female,Human Resources,Team Lead,23/09/25,233196,5,74.8,Not Promoted,Pune,,,283,1,0.703529412,0.090087181,0.729,High,,,
EMP0866,Shreya Nair,58,Female,Operations,Executive,28/12/24,197379,5,74.7,Promoted,Coimbatore,,,552,1,0.702352941,0.176945431,0.746,High,,,
EMP0867,Vinay Krishnan,55,Female,Operations,Supervisor,29/04/19,135988,1,65.8,Not Promoted,Kolkata,,,2622,0,0.597647059,0.845334194,0.348,Low,,,
EMP0868,Priya Rao,28,Male,Finance,Consultant,23/01/18,92069,4,95.3,Not Promoted,Chennai,,,3083,0.75,0.944705882,0.994187924,0.857,High,,,
EMP0869,Arun Chopra,26,Male,Operations,Engineer,07/01/19,174072,4,66.2,Not Promoted,Pune,,,2734,0.75,0.602352941,0.881498224,0.732,High,,,
EMP0870,Priya Gandhi,32,Male,Research & Development,Manager,24/01/21,251559,5,85.2,Not Promoted,Mumbai,,,1986,1,0.825882353,0.639974169,0.876,High,,,
EMP0871,Shalini Joshi,33,Male,Administration,Team Lead,31/08/25,299886,1,81.8,Not Promoted,Kochi,,,306,0,0.785882353,0.097513723,0.255,Low,,,
EMP0872,Pankaj Bhatt,23,Female,Logistics,Coordinator,17/09/23,51655,1,74,Not Promoted,Chennai,,,1020,0,0.694117647,0.328059412,0.274,Low,,,
EMP0873,Vikram Krishnan,22,Male,Operations,Supervisor,15/06/18,238018,3,82.1,Promoted,Ahmedabad,,,2940,0.5,0.789411765,0.948014207,0.676,High,,,
EMP0874,Vikram Tiwari,52,Male,Finance,Associate,28/11/20,42812,5,99.8,Promoted,Pune,,,2043,1,0.997647059,0.658379077,0.931,High,,,
EMP0875,Deepak Gupta,54,Female,Human Resources,Engineer,01/05/23,90317,3,62.7,Promoted,Mumbai,,,1159,0.5,0.561176471,0.372941556,0.493,Medium,,,
EMP0876,Shalini Lal,38,Male,Research & Development,Team Lead,21/11/25,123158,2,98.3,Promoted,Mumbai,,,224,0.25,0.98,0.071036487,0.433,Low,,,
EMP0877,Zara Singh,41,Male,Customer Support,Manager,04/04/24,167712,1,92.4,Not Promoted,Kolkata,,,820,0,0.910588235,0.263480788,0.326,Low,,,
EMP0878,Akash Hegde,27,Female,Information Technology,Engineer,06/02/22,272367,3,71,Not Promoted,Ahmedabad,,,1608,0.5,0.658823529,0.517920568,0.551,Medium,,,
EMP1515,Neha Lal,44,Male,Information Technology,Associate,01/09/18,83433,3,96,Not Promoted,Mumbai,,,2862,0.5,0.952941176,0.922828544,0.72,High,,,
EMP0880,Arun Gupta,41,Female,Sales,Supervisor,23/02/24,162596,5,57.2,Not Promoted,Kolkata,,,861,1,0.496470588,0.276719406,0.704,High,,,
EMP0881,Harish Mukherjee,24,Male,Marketing,Analyst,28/11/19,58071,1,63.5,Promoted,Kolkata,,,2409,0,0.570588235,0.776557959,0.326,Low,,,
EMP0882,Nikhil Pandey,43,Female,Customer Support,Engineer,03/06/26,149914,3,86.9,Not Promoted,Coimbatore,,,30,0.5,0.845882353,0.008395221,0.505,Medium,,,
EMP0883,Kavya Bhatt,57,Male,Administration,Consultant,17/04/18,87633,2,83.8,Not Promoted,Bengaluru,,,2999,0.25,0.809411765,0.967064902,0.561,Medium,,,
EMP0884,Hemant Kapoor,31,Male,Administration,Specialist,24/06/22,158267,2,87.6,Not Promoted,Kolkata,,,1470,0.25,0.854117647,0.473361317,0.476,Medium,,,
EMP0885,Bhavna Desai,56,Male,Operations,Analyst,22/08/19,294801,1,58.2,Not Promoted,Coimbatore,,,2507,0,0.508235294,0.808201485,0.314,Low,,,
EMP0886,Deepa Kapoor,60,Male,Research & Development,Supervisor,09/11/23,276788,3,96.1,Not Promoted,Chennai,,,967,0.5,0.954117647,0.310946077,0.598,Medium,,,
EMP0887,Sunita Yadav,56,Female,Human Resources,Executive,15/05/23,214675,3,99.8,Promoted,Chennai,,,1145,0.5,0.997647059,0.368421053,0.623,Medium,,,
EMP0888,Gitanjali Hegde,43,Female,Marketing,Consultant,02/11/24,39372,3,64,Promoted,Chennai,,,608,0.5,0.576470588,0.195027446,0.462,Medium,,,
EMP0889,Vijay Das,37,Male,Information Technology,Specialist,19/06/22,215980,3,80.1,Promoted,Ahmedabad,,,1475,0.5,0.765882353,0.474975783,0.575,Medium,,,
EMP0890,Ananya Iyer,53,Female,Customer Support,Executive,01/06/18,222661,1,64.3,Not Promoted,Kochi,,,2954,0,0.58,0.952534711,0.365,Low,,,
EMP0891,Esha Agarwal,43,Female,Administration,Supervisor,08/12/18,68303,3,79,Not Promoted,Coimbatore,,,2764,0.5,0.752941176,0.891185018,0.654,High,,,
EMP0892,Shivam Joshi,23,Female,Customer Support,Team Lead,08/11/21,45113,3,55,Not Promoted,Pune,,,1698,0.5,0.470588235,0.546980949,0.501,Medium,,,
EMP0893,Manish Mishra,52,Male,Marketing,Team Lead,25/08/20,99234,3,94.2,Not Promoted,Kochi,,,2138,0.5,0.931764706,0.689053923,0.667,High,,,
EMP0894,Rekha Verma,53,Female,Research & Development,Analyst,23/02/24,113032,5,59.4,Not Promoted,Pune,,,861,1,0.522352941,0.276719406,0.712,High,,,
EMP0895,Bhavna Patel,43,Female,Marketing,Coordinator,10/01/21,23487,4,91.5,Promoted,Bengaluru,,,2000,0.75,0.9,0.644494672,0.774,High,,,
EMP0896,Kavya Desai,29,Female,Operations,Consultant,13/10/19,228820,4,66.5,Not Promoted,Bengaluru,,,2455,0.75,0.605882353,0.791411043,0.715,High,,,
EMP0897,Nikhil Iyer,57,Male,Human Resources,Consultant,14/08/23,21876,4,94.9,Not Promoted,Delhi,,,1054,0.75,0.94,0.339037778,0.725,High,,,
EMP0898,Kiran Jain,44,Male,Marketing,Manager,19/04/22,52610,4,95,Not Promoted,Coimbatore,,,1536,0.75,0.941176471,0.494672263,0.756,High,,,
EMP0899,Esha Pandey,43,Female,Operations,Consultant,29/04/24,242641,5,82.2,Not Promoted,Kochi,,,795,1,0.790588235,0.25540846,0.788,High,,,
EMP0900,Chirag Hegde,51,Male,Information Technology,Associate,05/01/25,76536,4,76.1,Not Promoted,Ahmedabad,,,544,0.75,0.718823529,0.174362286,0.626,Medium,,,
EMP0901,Manish Nair,35,Male,Administration,Executive,17/10/20,123586,4,71.4,Not Promoted,Mumbai,,,2085,0.75,0.663529412,0.671940588,0.708,High,,,
EMP0902,Komal Mukherjee,24,Female,Finance,Analyst,05/05/22,41828,1,50.2,Not Promoted,Pune,,,1520,0,0.414117647,0.489505974,0.222,Low,,,
EMP0903,Amit Yadav,41,Female,Research & Development,Analyst,08/07/21,66160,2,93.2,Not Promoted,Hyderabad,,,1821,0.25,0.92,0.586696803,0.518,Medium,,,
EMP0904,Vishal Sharma,32,Male,Administration,Specialist,08/10/19,189688,5,51,Not Promoted,Bengaluru,,,2460,1,0.423529412,0.793025509,0.786,High,,,
EMP0906,Rohit Gupta,24,Female,Administration,Manager,22/07/20,160764,3,96.9,Not Promoted,Mumbai,,,2172,0.5,0.963529412,0.700032289,0.679,High,,,
EMP0907,Rohit Pandey,22,Female,Logistics,Specialist,22/08/25,128161,4,89.9,Not Promoted,Kolkata,,,315,0.75,0.881176471,0.100419761,0.659,High,,,
EMP0908,Mohan Jain,39,Female,Administration,Supervisor,13/07/18,289128,2,58.6,Promoted,Mumbai,,,2912,0.25,0.512941176,0.9389732,0.467,Medium,,,
EMP0909,Priya Mukherjee,60,Female,Logistics,Unknown,28/07/18,143523,5,71.9,Not Promoted,Chennai,,,2897,1,0.669411765,0.934129803,0.888,High,,,
EMP0910,Komal Lal,53,Female,Research & Development,Executive,10/05/25,218774,3,74.8,Not Promoted,Coimbatore,,,419,0.5,0.703529412,0.134000646,0.488,Medium,,,
EMP0911,Madhuri Verma,51,Male,Research & Development,Analyst,09/04/23,247019,2,61,Not Promoted,Chennai,,,1181,0.25,0.541176471,0.380045205,0.363,Low,,,
EMP0912,Radha Chopra,44,Female,Administration,Consultant,06/08/19,226987,4,86.4,Promoted,Kochi,,,2523,0.75,0.84,0.813367775,0.79,High,,,
EMP0913,Shivam Kulkarni,52,Male,Administration,Associate,15/12/19,77888,2,58,Not Promoted,Pune,,,2392,0.25,0.505882353,0.771068776,0.431,Low,,,
EMP0914,Vijay Pandey,60,Male,Unknown,Analyst,19/12/25,275116,1,75.1,Promoted,Ahmedabad,,,196,0,0.707058824,0.061995479,0.225,Low,,,
EMP0915,Rahul Chatterjee,40,Female,Information Technology,Consultant,05/07/20,88765,2,89.5,Not Promoted,Ahmedabad,,,2189,0.25,0.876470588,0.705521472,0.529,Medium,,,
EMP0916,Pankaj Rajan,26,Male,Logistics,Supervisor,10/05/21,252732,2,83.3,Not Promoted,Unknown,,,1880,0.25,0.803529412,0.605747498,0.487,Medium,,,
EMP0917,Geeta Patel,46,Female,Logistics,Supervisor,02/06/18,296810,2,74.8,Not Promoted,Ahmedabad,,,2953,0.25,0.703529412,0.952211818,0.527,Medium,,,
EMP0918,Arjun Nair,34,Male,Marketing,Supervisor,14/03/26,96799,3,64.3,Not Promoted,Kochi,,,111,0.5,0.58,0.034549564,0.431,Low,,,
EMP0919,Tanvi Chopra,51,Female,Finance,Executive,26/08/23,277255,4,98.3,Promoted,Mumbai,,,1042,0.75,0.98,0.335163061,0.736,High,,,
EMP0920,Komal Shah,54,Female,Finance,Specialist,28/02/26,172153,2,71,Promoted,Ahmedabad,,,125,0.25,0.658823529,0.039070068,0.33,Low,,,
EMP0921,Nisha Kapoor,32,Female,Human Resources,Coordinator,07/10/22,259271,5,74.8,Promoted,Kochi,,,1365,1,0.703529412,0.43945754,0.799,High,,,
EMP0922,Sunita Chauhan,22,Male,Human Resources,Manager,28/02/20,207782,2,52.6,Not Promoted,Chennai,,,2317,0.25,0.442352941,0.746851792,0.407,Low,,,
EMP0923,Pankaj Lal,32,Male,Sales,Specialist,08/06/24,260788,3,61.8,Promoted,Coimbatore,,,755,0.5,0.550588235,0.242492735,0.464,Medium,,,
EMP0925,Usha Chauhan,35,Female,Marketing,Associate,26/11/22,193048,4,90.2,Not Promoted,Bengaluru,,,1315,0.75,0.884705882,0.423312883,0.725,High,,,
EMP0926,Nikhil Joshi,60,Female,Information Technology,Specialist,20/09/24,80360,4,74.9,Promoted,Mumbai,,,651,0.75,0.704705882,0.20891185,0.628,Medium,,,
EMP0927,Gaurav Iyer,45,Female,Logistics,Engineer,02/07/23,175518,5,76.5,Not Promoted,Coimbatore,,,1097,1,0.723529412,0.352922183,0.788,High,,,
EMP0928,Priya Bhatt,30,Female,Human Resources,Executive,19/07/18,202477,1,97.1,Promoted,Coimbatore,,,2906,0,0.965882353,0.937035841,0.477,Medium,,,
EMP0929,Amit Tiwari,44,Male,Human Resources,Team Lead,10/06/19,125048,4,61.3,Not Promoted,Hyderabad,,,2580,0.75,0.544705882,0.831772683,0.705,High,,,
EMP0930,Anjali Chopra,35,Female,Customer Support,Engineer,03/11/20,258812,5,60.4,Not Promoted,Kolkata,,,2068,1,0.534117647,0.666451405,0.794,High,,,
EMP0931,Deepak Jain,42,Female,Human Resources,Specialist,19/05/23,289675,5,81.3,Not Promoted,Coimbatore,,,1141,1,0.78,0.36712948,0.807,High,,,
EMP0932,Seema Agarwal,58,Male,Logistics,Team Lead,11/04/24,268275,3,63.8,Promoted,Delhi,,,813,0.5,0.574117647,0.261220536,0.474,Medium,,,
EMP0933,Bhavna Naik,45,Female,Sales,Associate,11/04/24,105394,2,96.1,Promoted,Delhi,,,813,0.25,0.954117647,0.261220536,0.463,Medium,,,
EMP0934,Lokesh Patel,60,Male,Sales,Consultant,27/09/18,164230,4,87.4,Promoted,Kochi,,,2836,0.75,0.851764706,0.914433323,0.813,High,,,
EMP0935,Vinay Desai,36,Male,Administration,Executive,13/07/18,251880,5,79.7,Not Promoted,Pune,,,2912,1,0.761176471,0.9389732,0.916,High,,,
EMP0936,Komal Joshi,47,Male,Sales,Supervisor,09/06/21,21143,1,90.1,Not Promoted,Ahmedabad,,,1850,0,0.883529412,0.596060704,0.384,Low,,,
EMP0937,Gitanjali Das,41,Male,Information Technology,Supervisor,13/06/22,67193,5,65.2,Promoted,Kochi,,,1480,1,0.590588235,0.476590249,0.772,High,,,
EMP0938,Deepa Kumar,41,Male,Human Resources,Manager,06/04/19,118191,2,99,Not Promoted,Bengaluru,,,2645,0.25,0.988235294,0.852760736,0.592,Medium,,,
EMP0939,Arjun Banerjee,31,Female,Research & Development,Manager,25/06/24,100,5,88.4,Promoted,Kochi,,,738,1,0.863529412,0.237003552,0.806,High,,,
EMP0940,Indira Chatterjee,59,Male,Logistics,Coordinator,22/10/23,192627,5,84.5,Promoted,Coimbatore,,,985,1,0.817647059,0.316758153,0.809,High,,,
EMP0941,Amit Tiwari,25,Female,Finance,Supervisor,17/04/19,54087,5,74.8,Promoted,Kochi,,,2634,1,0.703529412,0.849208912,0.881,High,,,
EMP0942,Lakshmi Mehta,33,Male,Research & Development,Consultant,19/09/25,116010,4,70.6,Promoted,Ahmedabad,,,287,0.75,0.654117647,0.091378754,0.59,Medium,,,
EMP0943,Indira Jain,58,Male,Sales,Engineer,25/02/25,218846,1,50.3,Not Promoted,Bengaluru,,,493,0,0.415294118,0.157894737,0.156,Low,,,
EMP0944,Meera Menon,47,Male,Sales,Executive,18/12/19,162275,1,69.6,Not Promoted,Coimbatore,,,2389,0,0.642352941,0.770100097,0.347,Low,,,
EMP0945,Suresh Shah,43,Female,Logistics,Associate,28/09/19,76376,1,71.9,Promoted,Mumbai,,,2470,0,0.669411765,0.79625444,0.36,Low,,,
EMP1135,Nisha Desai,43,Female,Administration,Team Lead,25/08/20,162596,2,74.8,Not Promoted,Pune,,,2138,0.25,0.703529412,0.689053923,0.474,Medium,,,
